listing_id,mean,host_is_superhost,host_id,host_since,host_response_time,host_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,price,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,calculated_host_listings_count
713941388943051100,0.7976944444444445,FALSE,450353959,2022-03-19,within an hour,1,TRUE,Near North Side,Entire home/apt,$100.00,36,4.83,4.69,4.89,4.94,4.94,4.75,3.83,1
714304503008617500,0.8253404255319149,TRUE,53991659,2016-01-09,within an hour,1,TRUE,Logan Square,Private room,$39.00,47,4.77,4.65,4.73,4.79,4.92,4.75,4.43,1
714524156764127500,0.77075,TRUE,435770634,2021-12-12,within an hour,8,TRUE,West Town,Entire home/apt,$63.00,40,4.9,4.65,4.9,4.88,4.88,4.88,2.74,8
714550557970047100,0.7406909090909091,FALSE,479254181,2022-09-12,within an hour,1,TRUE,Norwood Park,Entire home/apt,$151.00,55,4.91,4.8,4.98,4.95,4.96,4.89,4.11,1
714557756938037500,0.7888863636363637,TRUE,459616862,2022-05-17,within an hour,10,TRUE,North Center,Entire home/apt,$42.00,44,4.75,4.95,4.91,5,4.95,4.7,2.98,9
714642874961353600,0.7249761904761904,TRUE,478012407,2022-09-03,within an hour,7,TRUE,Avondale,Entire home/apt,$54.00,42,4.93,4.95,4.83,5,4.74,4.88,2.94,6
714670954953850400,0.8182916666666666,TRUE,15105520,2014-05-04,within an hour,4,TRUE,East Garfield Park,Entire home/apt,$278.00,48,4.92,4.92,4.98,5,4.63,4.88,3.34,4
715399230926264300,0.7856037735849056,TRUE,459616862,2022-05-17,within an hour,10,TRUE,Lincoln Park,Entire home/apt,$52.00,53,4.72,4.83,4.92,4.96,4.83,4.51,4.34,9
715429213182671600,0.82384375,TRUE,380519944,2020-12-17,within an hour,2,TRUE,Avondale,Entire home/apt,$211.00,64,4.92,4.91,4.97,4.97,4.77,4.75,4.3,2
715966228017688800,0.7286585365853658,TRUE,478012407,2022-09-03,within an hour,7,TRUE,Lake View,Entire home/apt,$78.00,41,4.71,4.73,4.79,4.93,4.55,4.67,2.76,6
71930,0.8762758620689655,TRUE,334241,2011-01-03,within an hour,2,FALSE,West Town,Private room,$96.00,109,4.88,4.72,4.95,4.94,4.83,4.82,0.71,2
719584785791207300,0.7817924528301887,TRUE,478012407,2022-09-03,within an hour,7,TRUE,Edgewater,Entire home/apt,$54.00,53,4.85,4.83,4.96,4.96,4.96,4.76,3.61,6
719608622529173500,0.772375,FALSE,170785489,2018-01-30,within an hour,120,TRUE,Near North Side,Entire home/apt,$213.00,56,4.77,4.7,4.89,4.91,4.86,4.71,3.84,38
72019290944871e4,0.7109130434782609,FALSE,92129084,2016-08-27,within an hour,10,TRUE,Humboldt Park,Entire home/apt,$48.00,46,4.74,4.83,4.85,4.87,4.2,4.72,3.12,5
720944710831966100,0.7045102040816327,FALSE,170785489,2018-01-30,within an hour,120,TRUE,Lincoln Park,Entire home/apt,$89.00,49,4.71,4.55,4.9,4.9,4.88,4.57,3.34,38
721147372931860500,0.7695438596491228,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$151.00,57,4.84,4.82,4.98,4.98,4.77,4.77,3.81,74
721653073458172300,0.7573617021276595,TRUE,73638558,2016-05-23,within an hour,1,TRUE,Lake View,Entire home/apt,$118.00,47,4.87,5,4.94,4.96,4.83,4.81,3.58,1
722377812602020500,0.8650212765957447,TRUE,126179580,2017-04-16,within an hour,24,TRUE,Loop,Entire home/apt,$204.00,47,4.89,4.85,4.94,4.98,4.79,4.68,3.34,24
724067452254070300,0.730125,TRUE,481029308,2022-09-25,within an hour,1,TRUE,Irving Park,Entire home/apt,$105.00,40,4.85,4.73,4.9,4.85,4.85,4.77,2.75,1
724631986961311900,0.7025128205128205,FALSE,478703929,2022-09-08,within an hour,5,TRUE,Lake View,Private room,$79.00,39,4.6,4.68,4.88,4.63,4.88,4.6,2.65,4
725351716201609600,0.7931555555555555,TRUE,436585929,2021-12-19,within an hour,3,TRUE,Uptown,Entire home/apt,$138.00,45,4.74,4.85,4.83,4.93,4.65,4.67,3.11,3
726517017209207200,0.6846341463414635,FALSE,69532286,2016-04-29,within an hour,6,TRUE,Bridgeport,Entire home/apt,$63.00,41,4.61,4.61,4.8,4.83,4.63,4.63,3.49,4
729076742967757800,0.6750816326530612,FALSE,136673636,2017-06-23,within an hour,4,TRUE,Bridgeport,Entire home/apt,$77.00,49,4.65,4.84,4.92,4.96,4.69,4.76,3.35,4
731425353851120900,0.8399,TRUE,26439913,2015-01-20,within an hour,2,TRUE,Rogers Park,Entire home/apt,$183.00,40,4.95,5,4.93,5,4.95,4.85,2.95,2
733337042355127e3,0.4517027027027027,FALSE,482780034,2022-10-08,within an hour,1,TRUE,East Garfield Park,Entire home/apt,$71.00,37,4.54,4.59,4.92,4.92,4.03,4.49,3.56,1
734856118611594800,0.7015263157894737,FALSE,96730613,2016-09-25,within an hour,31,TRUE,West Ridge,Entire home/apt,$77.00,38,4.53,4.71,4.79,4.87,4.37,4.74,3.06,28
734858193571009400,0.7652820512820513,FALSE,96730613,2016-09-25,within an hour,31,TRUE,Rogers Park,Entire home/apt,$73.00,39,4.54,4.79,4.72,4.82,4.59,4.46,2.96,28
734871188071815e3,0.6541463414634147,FALSE,96730613,2016-09-25,within an hour,31,TRUE,Rogers Park,Entire home/apt,$71.00,41,4.63,4.59,4.66,4.93,4.24,4.59,3.08,28
737004540213972200,0.8608431372549019,TRUE,25866487,2015-01-09,within an hour,1,TRUE,Edgewater,Entire home/apt,$214.00,51,4.94,4.9,4.96,4.96,4.98,4.87,3.96,1
737827317300733400,0.8378103448275862,TRUE,51767459,2015-12-19,within an hour,7,TRUE,Logan Square,Entire home/apt,$115.00,58,4.93,4.83,4.91,4.98,4.86,4.81,4.37,6
739875623853025200,0.8255471698113207,TRUE,157235585,2017-11-03,within an hour,10,TRUE,Humboldt Park,Entire home/apt,$135.00,53,5,4.89,4.87,4.94,4.7,4.94,3.84,7
740070176566069100,0.8681428571428571,FALSE,96730613,2016-09-25,within an hour,31,TRUE,Lake View,Entire home/apt,$81.00,49,4.86,4.86,4.98,4.96,4.9,4.76,3.84,28
741484715562736400,0.8928444444444444,TRUE,101320452,2016-10-26,within an hour,2,TRUE,Lake View,Entire home/apt,$84.00,45,4.89,4.89,4.93,5,4.93,4.82,3.37,2
741580514546954800,0.5621111111111111,FALSE,139408570,2017-07-09,within an hour,1,TRUE,Lower West Side,Entire home/apt,$142.00,36,4.67,4.64,4.72,4.89,4.58,4.61,3.23,1
742837034688639700,0.816027027027027,TRUE,480341243,2022-09-20,within an hour,10,TRUE,Lake View,Entire home/apt,$42.00,37,4.84,4.86,4.7,4.89,4.86,4.81,2.65,10
742844080127232500,0.7535208333333333,TRUE,480341243,2022-09-20,within an hour,10,TRUE,Lake View,Entire home/apt,$52.00,48,4.73,5,4.56,4.94,4.79,4.69,3.51,10
744317751645139100,0.7682153846153846,TRUE,480341243,2022-09-20,within an hour,10,TRUE,Uptown,Entire home/apt,$52.00,65,4.85,4.88,4.77,4.95,4.89,4.64,4.86,10
744991031118934e3,0.8697142857142857,TRUE,484939892,2022-10-24,within a few hours,1,TRUE,Logan Square,Entire home/apt,$145.00,42,4.93,5,4.93,5,4.81,4.88,3.74,1
745922011056342800,0.84575,TRUE,63667859,2016-03-19,within an hour,4,TRUE,Greater Grand Crossing,Entire home/apt,$98.00,52,4.85,4.96,4.89,4.92,4.57,4.75,3.76,4
745984908602258200,0.800125,FALSE,105147142,2016-11-25,within an hour,5,TRUE,Jefferson Park,Entire home/apt,$61.00,40,4.68,4.63,4.93,4.88,4.83,4.65,3.48,5
747005041338244600,0.8648095238095238,TRUE,56764277,2016-01-30,within a few hours,1,TRUE,West Town,Entire home/apt,$132.00,42,4.95,4.93,4.77,4.86,4.93,4.79,5.25,1
749449055071539200,0.542,FALSE,436959191,2021-12-21,within an hour,20,TRUE,Armour Square,Private room,$42.00,43,4.28,4.19,4.6,4.63,4.53,4.53,4.19,20
750207467391040500,0.759825,TRUE,370154553,2020-10-01,within an hour,39,TRUE,Near South Side,Entire home/apt,$128.00,40,4.73,4.8,4.73,4.95,4.41,4.56,3,19
751408979157217400,0.8905593220338983,TRUE,486064025,2022-11-02,within an hour,3,TRUE,Grand Boulevard,Entire home/apt,$119.00,59,5,4.97,5,4.98,4.9,4.97,4.43,3
753010229647354900,0.8215106382978723,TRUE,20475301,2014-08-24,within an hour,4,TRUE,Logan Square,Entire home/apt,$95.00,47,4.94,4.9,4.88,4.96,4.56,4.81,3.58,3
753034455022769800,0.8616578947368421,TRUE,175954064,2018-02-28,within an hour,3,TRUE,Logan Square,Entire home/apt,$137.00,38,5,4.92,5,4.97,4.92,4.95,2.86,2
754403577205091800,0.6438695652173912,TRUE,459616862,2022-05-17,within an hour,10,TRUE,Portage Park,Entire home/apt,$52.00,46,4.78,4.84,4.85,4.93,4.54,4.57,3.64,9
755124493078918400,0.8939130434782608,TRUE,2392656,2012-05-16,within an hour,6,TRUE,West Town,Entire home/apt,$154.00,46,5,4.87,4.98,4.96,4.98,4.89,3.77,2
7564825,0.8039821428571429,FALSE,6427776,2013-05-16,within an hour,1,TRUE,Logan Square,Entire home/apt,$214.00,139,4.76,4.83,4.92,4.96,4.58,4.63,1.36,1
756519869082615e3,0.6678648648648648,TRUE,480338513,2022-09-20,within an hour,7,TRUE,Portage Park,Entire home/apt,$53.00,37,4.84,4.89,4.74,4.92,4.79,4.66,3.07,7
7573465,0.83528,TRUE,39707371,2015-07-27,within an hour,2,TRUE,Portage Park,Private room,$85.00,85,5,4.99,5,5,4.87,4.89,0.83,2
760348409256483100,0.8746976744186047,TRUE,3230291,2012-08-11,within an hour,16,TRUE,Uptown,Entire home/apt,$63.00,43,4.98,5,4.84,4.95,4.82,4.86,3.55,16
760985260337363100,0.8320930232558139,TRUE,487875254,2022-11-15,within a few hours,1,TRUE,Hyde Park,Entire home/apt,$120.00,43,4.93,4.84,4.96,4.96,4.96,4.98,3.32,1
761802670768844200,0.6985277777777777,FALSE,83796256,2016-07-14,within an hour,90,TRUE,Loop,Entire home/apt,$138.00,36,4.65,4.62,4.86,4.81,4.92,4.78,3.48,2
765858270291974100,0.8205476190476191,TRUE,161249420,2017-12-04,within an hour,1,TRUE,Portage Park,Entire home/apt,$93.00,42,4.95,4.98,4.95,5,4.91,4.88,3.58,1
766064569105486100,0.7144897959183674,TRUE,111062630,2017-01-12,within an hour,24,TRUE,Lower West Side,Entire home/apt,$75.00,49,4.8,4.74,4.76,4.88,4.68,4.68,4.07,22
766499608228095200,0.6593,TRUE,36989519,2015-06-28,within an hour,1,TRUE,West Ridge,Entire home/apt,$104.00,40,4.9,4.85,4.98,4.93,4.88,4.83,3.1,1
769831627582069500,0.7471521739130434,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$151.00,46,4.87,4.89,4.91,4.96,4.78,4.78,3.63,74
770523073506526600,0.792578947368421,TRUE,55728526,2016-01-22,within an hour,3,TRUE,Grand Boulevard,Entire home/apt,$99.00,57,4.95,4.96,4.98,4.95,4.75,4.84,4.58,3
772494986203599500,0.7624444444444445,TRUE,488124046,2022-11-17,within an hour,9,TRUE,Uptown,Entire home/apt,$52.00,36,4.84,4.7,4.92,4.97,4.59,4.59,2.88,4
773214911162646800,0.7626458333333334,TRUE,13217131,2014-03-17,within an hour,3,TRUE,Lake View,Private room,$68.00,48,4.9,4.92,4.94,4.96,4.88,4.9,3.86,3
773277395382707700,0.8693684210526316,TRUE,13217131,2014-03-17,within an hour,3,TRUE,Lake View,Private room,$55.00,38,4.92,4.92,4.95,4.95,4.87,4.95,3.22,3
779012977237420500,0.7137435897435898,FALSE,490951159,2022-12-10,within an hour,1,TRUE,Near South Side,Entire home/apt,$103.00,39,4.51,4.49,4.74,4.77,4.36,4.54,3.61,1
779847692816018200,0.7519642857142858,TRUE,25074085,2014-12-21,within an hour,5,FALSE,Logan Square,Entire home/apt,$93.00,56,4.77,4.55,4.71,4.8,4.8,4.64,5.44,5
781066042735737300,0.76598,TRUE,150639375,2017-09-14,within an hour,7,TRUE,Brighton Park,Entire home/apt,$63.00,50,4.94,4.9,4.94,5,4.72,4.9,4.81,7
781159796541991700,0.8168409090909091,TRUE,458971964,2022-05-13,within an hour,9,TRUE,West Town,Entire home/apt,$53.00,44,4.82,4.86,4.75,4.86,4.93,4.8,3.61,9
781186064034113400,0.6803508771929825,TRUE,431019163,2021-11-08,within an hour,17,TRUE,Loop,Private room,$104.00,57,4.88,4.84,4.93,4.79,4.88,4.88,4.94,17
781240611652369700,0.754625,FALSE,485663668,2022-10-30,within an hour,1,TRUE,Lower West Side,Entire home/apt,$122.00,64,4.8,4.83,4.94,4.95,4.63,4.77,5.38,1
782724611815050100,0.8415,TRUE,235678953,2019-01-10,within an hour,31,TRUE,Near West Side,Entire home/apt,$746.00,44,5,5,4.98,5,4.77,4.95,3.92,30
783186374385107300,0.7916041666666667,TRUE,509192250,2023-04-08,within an hour,10,TRUE,Near West Side,Entire home/apt,$159.00,48,4.75,4.92,4.77,4.9,4.6,4.67,4.08,4
786314859980446500,0.7331276595744681,TRUE,126179580,2017-04-16,within an hour,24,TRUE,Near North Side,Entire home/apt,$339.00,47,4.74,4.83,4.85,4.87,4.94,4.62,4.09,24
790871331049494900,0.7996333333333333,TRUE,111062630,2017-01-12,within an hour,24,TRUE,Edgewater,Entire home/apt,$132.00,60,4.79,4.62,4.87,4.93,4.82,4.69,5.13,22
790883578380308500,0.8067358490566038,TRUE,111062630,2017-01-12,within an hour,24,TRUE,Rogers Park,Entire home/apt,$121.00,53,4.65,4.56,4.85,4.87,4.87,4.67,4.52,22
792045105285070200,0.869425,TRUE,5915923,2013-04-14,within an hour,3,FALSE,Washington Park,Private room,$75.00,40,4.98,4.93,4.9,5,4.85,4.88,3.42,3
793519585729936100,0.73684,TRUE,431019163,2021-11-08,within an hour,17,TRUE,Loop,Private room,$104.00,50,4.78,4.86,4.86,4.61,4.92,4.75,4.41,17
797366668806692100,0.785063829787234,TRUE,492774222,2022-12-25,within an hour,1,TRUE,Woodlawn,Entire home/apt,$93.00,47,4.89,4.87,4.96,4.91,4.36,4.87,4.37,1
801373794766236700,0.8515490196078431,TRUE,495341512,2023-01-10,within an hour,1,TRUE,Portage Park,Entire home/apt,$82.00,51,4.88,4.88,4.96,4.94,4.82,4.82,4.55,1
802348500681906600,0.7961086956521739,TRUE,490752114,2022-12-08,within an hour,8,TRUE,Lake View,Entire home/apt,$52.00,46,4.72,4.98,4.54,4.93,4.93,4.7,4.35,8
804340058010355200,0.8916578947368421,TRUE,25631907,2015-01-05,within an hour,1,TRUE,Lake View,Entire home/apt,$70.00,38,4.89,4.97,4.74,4.89,4.97,4.79,3.6,1
804355070868142600,0.826076923076923,TRUE,157235585,2017-11-03,within an hour,10,TRUE,Norwood Park,Entire home/apt,$96.00,39,5,4.95,4.97,5,4.95,4.92,3.76,7
804698802643794700,0.5741842105263157,FALSE,436959191,2021-12-21,within an hour,20,TRUE,Armour Square,Private room,$33.00,38,4.63,4.34,4.97,4.87,4.79,4.58,3.56,20
8053055,0.719421875,FALSE,42518018,2015-08-25,within an hour,4,TRUE,Lake View,Entire home/apt,$184.00,185,4.57,4.74,4.83,4.81,4.93,4.55,1.84,4
808048225308192100,0.6265365853658537,FALSE,170785489,2018-01-30,within an hour,120,TRUE,West Town,Entire home/apt,$157.00,41,4.68,4.63,4.93,4.78,4.83,4.66,4.06,38
8098937,0.7108378378378378,TRUE,42764965,2015-08-28,within an hour,3,TRUE,Greater Grand Crossing,Private room,$29.00,37,4.92,4.95,4.97,4.97,4.3,4.97,0.76,3
8098969,0.5317894736842106,TRUE,42764965,2015-08-28,within an hour,3,TRUE,Greater Grand Crossing,Private room,$35.00,57,4.67,4.81,4.93,4.91,4.18,4.75,1.18,3
810148739110392800,0.7531351351351351,TRUE,370154553,2020-10-01,within an hour,39,TRUE,Near South Side,Entire home/apt,$169.00,37,4.92,4.95,4.97,4.95,4.89,4.84,3.68,19
810982729692636200,0.47708333333333336,FALSE,410504785,2021-07-02,within an hour,9,TRUE,Bridgeport,Private room,$30.00,36,4.53,4.39,4.89,4.86,4.47,4.72,3.39,8
811442836669328100,0.8332619047619048,TRUE,153282233,2017-10-04,within an hour,10,TRUE,Lake View,Entire home/apt,$82.00,42,4.88,4.93,4.9,4.95,5,4.76,3.87,10
812497751740798700,0.842,TRUE,464407683,2022-06-15,within an hour,10,TRUE,Lincoln Park,Entire home/apt,$444.00,42,4.93,4.88,5,4.93,4.95,4.84,4.06,10
814456266170506900,0.8503783783783784,TRUE,498386999,2023-01-28,within an hour,1,TRUE,Logan Square,Entire home/apt,$548.00,37,4.92,4.86,5,5,4.81,4.7,3.94,1
815938170026864600,0.7537719298245614,FALSE,96730613,2016-09-25,within an hour,31,TRUE,Lake View,Entire home/apt,$93.00,57,4.82,4.79,4.98,5,4.91,4.84,5.55,28
819654142015953800,0.7356153846153847,FALSE,96730613,2016-09-25,within an hour,31,TRUE,Rogers Park,Entire home/apt,$77.00,39,4.67,4.77,4.82,4.97,4.46,4.49,3.99,28
8213703,0.8897857142857143,TRUE,22859587,2014-10-22,within an hour,2,TRUE,North Center,Entire home/apt,$109.00,170,4.92,4.93,4.94,4.98,4.97,4.88,1.69,2
822721953820297e3,0.7634878048780488,TRUE,402497267,2021-05-20,within an hour,4,TRUE,Lake View,Entire home/apt,$96.00,41,4.85,4.9,4.83,5,4.95,4.76,4.07,4
826176700538303400,0.8563684210526316,TRUE,330850700,2020-01-26,within an hour,2,TRUE,West Ridge,Entire home/apt,$99.00,38,4.92,5,4.92,5,4.74,4.84,3.85,1
8272970,0.7464137931034482,TRUE,10350152,2013-11-30,within an hour,3,TRUE,Near North Side,Private room,$105.00,128,4.7,4.61,4.92,4.93,4.81,4.64,1.38,2
832769814566740200,0.7007073170731707,TRUE,67561029,2016-04-17,within an hour,2,TRUE,Loop,Entire home/apt,$112.00,41,4.71,4.78,4.51,4.88,4.68,4.68,4.49,1
832851395489863200,0.8552631578947368,TRUE,361997400,2020-08-12,within an hour,12,TRUE,Near West Side,Entire home/apt,$200.00,57,4.98,4.98,4.98,5,4.88,4.91,5.98,12
8339990,0.8645818181818181,TRUE,25759643,2015-01-07,within an hour,3,TRUE,Lake View,Private room,$110.00,123,4.93,5,5,4.96,4.97,4.98,1.23,3
834736167623129e3,0.7406808510638297,FALSE,105709496,2016-11-30,within an hour,2,TRUE,West Town,Entire home/apt,$109.00,47,4.74,4.89,4.85,4.96,4.91,4.7,5.15,2
834985028869993e3,0.7673043478260869,TRUE,217496099,2018-09-26,within an hour,1,TRUE,Near North Side,Entire home/apt,$279.00,46,4.74,4.63,5,4.96,4.93,4.83,5.33,1
838238125450257800,0.7654418604651163,TRUE,22796024,2014-10-21,within an hour,10,TRUE,Near North Side,Entire home/apt,$147.00,43,4.93,4.98,4.91,4.93,5,4.82,4.9,10
840887469414002600,0.8525272727272727,TRUE,504080250,2023-03-05,within an hour,3,TRUE,West Town,Entire home/apt,$133.00,55,5,5,4.96,4.98,4.95,4.87,5.85,3
8429764,0.8041176470588235,TRUE,42378235,2015-08-24,within a few hours,2,TRUE,Grand Boulevard,Private room,$48.00,142,4.87,4.98,4.91,4.92,4.62,4.8,1.44,2
8454437,0.7897837837837838,TRUE,42378235,2015-08-24,within a few hours,2,TRUE,Grand Boulevard,Private room,$46.00,101,4.91,4.99,4.95,4.98,4.61,4.95,1.02,2
846283820544298100,0.7549642857142858,TRUE,88547320,2016-08-07,within an hour,11,TRUE,West Town,Entire home/apt,$82.00,56,4.84,4.86,4.86,4.93,4.95,4.8,6.29,11
846400873610326500,0.7561666666666667,TRUE,490752710,2022-12-08,within an hour,9,TRUE,Near North Side,Entire home/apt,$53.00,48,4.96,4.94,4.94,4.98,4.98,4.78,5.31,8
855276028675941800,0.8002307692307692,TRUE,198730505,2018-06-28,within a few hours,3,TRUE,Albany Park,Entire home/apt,$200.00,39,4.87,4.95,4.85,4.82,4.72,4.87,4.48,3
856623501806058100,0.7777045454545455,TRUE,126179580,2017-04-16,within an hour,24,TRUE,Loop,Entire home/apt,$181.00,44,4.8,4.93,4.82,4.82,4.61,4.64,5.64,24
857286894309411100,0.787051282051282,TRUE,111062630,2017-01-12,within an hour,24,TRUE,Lower West Side,Entire home/apt,$123.00,39,4.88,4.85,4.75,5,4.63,4.83,4.61,22
859497982354541300,0.7954130434782609,TRUE,473817080,2022-08-07,within an hour,10,TRUE,Lake View,Entire home/apt,$60.00,46,4.68,4.91,4.38,4.85,4.87,4.68,5.43,8
863660991842544400,0.8044324324324325,TRUE,436585929,2021-12-19,within an hour,3,TRUE,Lincoln Park,Entire home/apt,$223.00,37,4.97,4.95,4.84,4.92,4.74,4.87,4.51,3
8718913,0.8972244897959184,FALSE,45762546,2015-10-04,within an hour,1,TRUE,Logan Square,Entire home/apt,$152.00,141,4.98,4.96,4.99,4.99,4.93,4.91,1.56,1
8735904,0.863734693877551,TRUE,22933751,2014-10-24,within an hour,1,TRUE,West Town,Private room,$78.00,81,4.93,4.9,4.96,4.96,4.89,4.89,0.81,1
886930474716126600,0.8111627906976744,TRUE,378232184,2020-12-04,within an hour,5,TRUE,Near North Side,Entire home/apt,$150.00,43,4.89,4.93,4.82,5,4.93,4.86,6.2,4
900635785302779500,0.7457894736842106,TRUE,235678953,2019-01-10,within an hour,31,TRUE,Near West Side,Entire home/apt,$196.00,38,4.87,4.92,4.84,4.76,4.61,4.68,5.67,30
917397477041807400,0.8700425531914894,TRUE,136186496,2017-06-21,within an hour,4,TRUE,Edgewater,Entire home/apt,$114.00,47,5,5,4.91,5,4.94,4.98,7.97,3
9452418,0.8834230769230769,FALSE,3856180,2012-10-13,within a day,1,TRUE,Avondale,Entire home/apt,$132.00,160,4.98,4.98,4.99,5,4.83,4.88,1.63,1
946651002906978400,0.7246734693877551,FALSE,425863337,2021-10-04,within an hour,2,TRUE,Near North Side,Entire home/apt,$98.00,49,4.68,4.62,4.96,4.96,4.84,4.62,14.55,2
949137232957155600,0.6053055555555555,FALSE,468436552,2022-07-08,within an hour,2,TRUE,Near North Side,Entire home/apt,$106.00,36,4.38,4.38,4.69,4.62,4.79,4.33,9.56,2
9645880,0.8594897959183674,TRUE,14585449,2014-04-22,within an hour,1,TRUE,Logan Square,Entire home/apt,$125.00,113,4.88,4.93,4.96,4.97,4.84,4.88,1.17,1
9660334,0.867,TRUE,11520899,2014-01-21,within an hour,1,TRUE,Rogers Park,Entire home/apt,$209.00,114,4.98,4.98,4.99,4.99,4.96,4.94,1.18,1
9908933,0.6045166666666667,FALSE,50949826,2015-12-09,within a few hours,1,TRUE,Washington Park,Entire home/apt,$73.00,196,4.51,4.73,4.75,4.81,3.96,4.49,2.02,1
